alpha,beta,gamma,objective_total_cost,obj_investment,obj_V_index,obj_Power_loss,pv_bus_1,pv_bus_2,pv_bus_3,pv_bus_4,pv_bus_5,pv_bus_6,pv_bus_7,pv_bus_8,pv_bus_9,pv_bus_10,pv_bus_11,pv_bus_12,pv_bus_13,pv_bus_14,pv_bus_15,pv_bus_16,pv_bus_17,pv_bus_18
0.1,30000.0,120000.00000000001,-231789.01091068203,370733.7796750674,8.96207891113338,-1.7953490198852833e-7,2745.563228607997,10000.000089874715,10000.000096464497,10000.000097583692,10000.00009861052,10000.000098579576,10000.000098387201,10000.000098578008,10000.000088984681,10000.000074433232,10000.000054797534,3167.74423451792,10000.000071506349,4897.809542902979,10000.000059163654,3498.395165015826,0.002058413838207229,14.31795918194338
0.1,35000.0,110000.00000000001,-276572.028623256,371150.17034331063,8.962486454542285,-1.7953278828943105e-7,2700.2631307236265,10000.000091668036,10000.000097075765,10000.00009800219,10000.000098851366,10000.00009882748,10000.000098672162,10000.000098830575,10000.000091169248,10000.000080423453,10000.00006879765,3235.2310530835575,10000.000078242156,4964.59351067139,10000.000067607922,3559.5860737339035,15.023052015316841,0.0015113544317698667
0.1,40000.0,100000.0,-321362.30833021505,371593.7299286142,8.963041584252032,-1.7952994126036598e-7,2680.181344726,10000.000093119595,10000.000097577988,10000.000098346189,10000.000099049355,10000.000099030738,10000.000098904695,10000.000099036197,10000.000092857075,10000.000084705345,10000.000077221126,3304.145715967507,10000.000083037072,5031.242396780378,10000.000074032761,3619.8384804121906,0.00018436866537979526,0.00017525256040185807
0.1,45000.0,90000.0,-366248.0952525364,372074.1880059605,8.965677731017793,-1.7952589006358863e-7,2644.7196578175704,10000.000094322839,10000.00009799854,10000.00009863417,10000.000099215044,10000.000099200466,10000.000099098112,10000.000099206913,10000.000094204795,10000.000087922765,10000.000082853503,3374.2843280755023,10000.000086628097,5097.079205882892,10000.00007909019,3678.3795614102332,15.023238435430976,0.0012979596485389992
0.1,50000.0,80000.0,-411003.81184528436,372569.2373199386,8.965214424313617,-1.7951999285893768e-7,2643.907972563303,10000.000095336833,10000.000098355471,10000.000098878485,10000.000099355573,10000.000099344155,10000.000099261315,10000.000099350766,10000.000095306272,10000.000090430407,10000.000086888636,3446.033058270276,10000.000089419875,5162.823026979143,10000.000083176785,3736.088572369615,0.00017339885744600621,0.0001627412631004331
0.1,55000.00000000001,70000.0,-455832.38431425166,373089.3611289321,8.966205597481132,-1.795097688125183e-7,2638.045658072901,10000.000096205576,10000.0000986625,10000.00009908847,10000.000099476294,10000.0000994674,10000.000099400906,10000.000099473662,10000.000096225936,10000.000092442435,10000.000089925621,3519.2338359745413,10000.000091654809,5227.8120284096385,10000.00008655065,3792.2117640547217,0.0001664237460898884,0.00015534964956871714
0.1,60000.0,60000.00000000001,-500665.7721213699,373627.00818715215,8.967141036181495,-1.794865977588229e-7,2639.178298058102,10000.000096959002,10000.000098929293,10000.000099270761,10000.000099581053,10000.000099574201,10000.000099521581,10000.000099579815,10000.000097006174,10000.000094093833,10000.000092296468,3594.074415932526,10000.000093484994,5292.311034577324,10000.000089385232,3846.5392009258694,0.00015889437628226612,0.0001475642646113195
0.1,65000.0,50000.0,-545602.9106063567,373173.28270107775,8.970625349862996,0.003408177292690745,2267.623096832426,10000.000096883787,10000.000098904686,10000.000099254681,10000.000099571602,10000.000099564506,10000.00009950952,10000.000099567573,10000.000096960344,10000.000094113992,10000.000092456909,3673.475780568209,10000.000093506776,5360.455308017445,10000.00008934403,3896.082102034865,10.072800448342747,0.0008760392291354793
0.1,70000.0,40000.000000000015,-590644.2600177531,361221.9675599504,8.98244556893247,0.05011832628821716,4.350007636096227e-5,8215.79635362708,10000.000098065653,10000.000098889506,10000.000099436353,10000.000099421313,10000.000099305951,10000.000099369609,10000.00003824139,9801.578238100454,10000.000078375699,3718.5363990544515,10000.000092190554,5317.91045955123,10000.000088619012,3823.7019480605663,7.379395622665748e-5,7.064002717865648e-5
0.1,75000.0,30000.000000000004,-637290.1454848504,303421.5988589613,9.016183384188324,0.28604828144606187,3.422112058925193e-5,0.00014926159807713405,10000.000097043623,10000.000098446686,10000.000099218114,10000.000099189781,10000.000098942688,10000.000099030443,2535.595420560568,2886.585453069877,10000.00007926517,4851.400056013718,10000.00009236455,5718.1194721932725,10000.00008882777,3943.6603511788353,5.929620206203974e-5,5.729676295975221e-5
0.1,80000.0,19999.999999999996,-685963.3910100996,267993.63699829497,9.022746953184194,0.45285007724048976,1.5936891921827842e-5,2.539734665037413e-5,6569.199903416757,10000.000096254505,10000.00009867165,10000.000098531862,10000.000097020544,10000.000096775231,5.155693510738088,1880.50481364996,4243.98485743912,6491.661991293556,10000.000091486867,5609.497513535333,10000.00009030335,2299.1382945784467,3.1272728463156e-5,3.088707356437754e-5
0.1,85000.0,10000.00000000001,-736607.5755698617,221080.34586651446,9.01880369804376,0.7882704177208877,1.3770676832031898e-5,2.2617756891793826e-5,7.7400318422570535,10000.000095601335,10000.000098545297,10000.000098364913,10000.00009590224,8640.881608829979,5.1556926701518835,1880.504810891569,118.95697759084173,5131.091836219825,10000.000072531862,4028.840848073501,8639.28052040989,1649.1217239539203,2.109220022583079e-5,2.0408627320022126e-5
0.1,90000.0,0.0,-794971.699139886,179368.50349092408,9.032317216544206,3.391942778233552,1.4349548841948888e-5,1.775805711337275e-5,7.670145127302141,8853.199241488646,10000.000097592016,10000.00009686418,10000.000069420328,7367.872574504724,4.085464101184297,1579.6422608526764,28.69819746385711,47.06950790698074,10000.00005477568,1484.347159605326,4822.237889303956,793.7653833518116,2.2812299558112095e-5,2.407073205857345e-5
